,Ticket,Problem_Abstract,Ticket_Type,Team,Ticket_Opened_Date,Ticket_Closed
4628,312768472,"User is not able to request ""Domain Group Access request""  ",User,"GTAC - Account issues, password change",8/23/2022 8:21,9/2/2022 9:33
4632,312773675,Create an Automation Domain group,User,GTAC - Other,8/23/2022 14:08,10/25/2022 16:55
4633,312777553,Unable to export reports  ,User,VitalNet Problems or Errors,8/23/2022 16:34,8/24/2022 9:55
4634,312778636,IGA ISE Device Add,User,CISCO ISE - Network Device Update/Add/Delete,8/23/2022 17:11,8/26/2022 18:10
4635,312780159,unable to login to BFS devices using RSA token ,User,"GTAC - Account issues, password change",8/23/2022 18:00,8/25/2022 2:18
4637,312781502,Need logging history to the xxxxxxx and xxxxxxx,User,GTAC - Logs and GTLV Viewer,8/23/2022 18:45,10/21/2022 17:03
4638,312782110,"Grand audit report, list of removed users and list of customer accounts ",User,GTAC,8/23/2022 19:09,8/26/2022 0:15
4640,312786364,unable to open schedule outage tool ,User,ACTION Web,8/23/2022 21:31,8/23/2022 23:08
4641,312788258,Missing configuration on action database.,User,ACTION Config Audits,8/23/2022 22:57,8/24/2022 14:57
4642,312788475,Config missing from action database ,User,ACTION Config Audits,8/23/2022 22:58,8/24/2022 14:59
4643,312790866,Request to provide Telco Inventory (BMP & WFA Inventory),User,"Customer Advocacy, SI&NS and Cybersecurity Data & Analytics",8/24/2022 0:36,10/17/2022 16:35
4645,312800518,False alert / Monitoring issue ,User,SD-SMART,8/24/2022 11:13,10/23/2022 12:46
4646,312800631,IBM APAC IIW ISE Cluster BluePOP TLS Logging Change ,User,Cisco ISE - Other,8/24/2022 11:20,8/25/2022 9:52
4647,312800670,My GTAC profile shows as terminated. Unable to apply for any accesses or GTAC requests. ,User,"GTAC - Account issues, password change",8/24/2022 11:23,8/24/2022 12:23
4648,312800662,GTAC Audit report data required,User,GTAC - Audit or GTAC report data,8/24/2022 11:25,8/24/2022 13:21
4650,312804371,DoJ Tacacs Server xxxxxxx not responding to requests on port 1812 ,User,"GTAC - Account issues, password change",8/24/2022 14:42,8/24/2022 16:11
4651,312804870,Eli Lilly - Shanghai ISE Decommission,User,Cisco ISE - Other,8/24/2022 15:00,8/29/2022 18:47
4652,312805864,Login Error ,User,"GTAC - Account issues, password change",8/24/2022 15:35,8/24/2022 17:14
4653,312807347,"Please reenable Marian Czinke (mc455h) and Marek Mensik (	mm678p) GTAC account",User,GTAC,8/24/2022 16:15,8/25/2022 14:31
4655,312822365,Tickets are flooding in GENS work queue,User,Unified Desktop (UD),8/25/2022 0:11,8/31/2022 15:34
4657,312830197,"Please check what teams are configured to receive the proactive alert for 309884416, Asset: USLV8DC-B2B-DNS01.",User,Unified Desktop (UD),8/25/2022 8:36,9/16/2022 3:30
4658,312832527,Unable to join to jump servers ,User,"GTAC - Account issues, password change",8/25/2022 11:20,8/25/2022 14:30
4659,312835645,I am not able to login into devices ,User,"GTAC - Account issues, password change",8/25/2022 14:28,9/6/2022 8:58
4660,312836286,The request of deleting one of IBM JP BSO Bluegroups ,User,IBM BSO RADIUS,8/25/2022 14:51,8/26/2022 12:25
4662,312841302,Need secrect for new Infoblox grid ,User,GTAC,8/25/2022 17:28,8/30/2022 22:26
4663,312841845,Customer is unable to login to firewall device . ID is configured in device with GTAC radius auth.   ,User,GTAC,8/25/2022 17:43,9/15/2022 17:58
4665,312842864,"Unable to create BMP ticket via UD. Getting Error : Unable to Create BMD Ticket Client received SOAP Fault from server: Unexpected exception thrown: Unexpected exception thrown: Failed to retrieve CKL detail for   BBEC590120   ATI ,   Please see the serve",User,Unified Desktop (UD),8/25/2022 18:14,8/30/2022 15:39
4668,312847319,"MCOS account, user mstrcard is locked.  Need to unlock without changing the password. ",User,"GTAC - Account issues, password change",8/25/2022 20:44,8/25/2022 22:05
4669,312849000,NO  access to Unified Desktop ,User,Unified Desktop (UD),8/25/2022 21:53,8/31/2022 15:24
4670,312849915,State of TN device STNNAPKNXCRS1 not backing up to ACTION cisco-crs directory on poller rlvp13046 ,User,ACTION Config Audits,8/25/2022 22:25,8/25/2022 23:54
4671,312850387,BMP tickets not opening & showing SOAP error,User,Unified Desktop (UD),8/25/2022 22:45,8/31/2022 19:07
4672,312855561,Ticket 312589219 will not close. ,User,Unified Desktop (UD),8/26/2022 3:53,9/4/2022 4:32
4673,312861262,"""Notice: Undefined index: attuid"" while tried seach device in ACTION Ver3 ",User,ACTION Web,8/26/2022 10:27,8/26/2022 11:55
4674,312861746,"ASSET: IZEC.641529..ATI (475 LAKE MICHIGAN DR NW, MICHIGAN, 49534) does not show submit MACD option in ETT ",User,Express Ticketing,8/26/2022 11:11,9/9/2022 11:49
4675,312863415,Tacacs not working on MOW ADIG routers ,User,GTAC - Other,8/26/2022 13:16,8/26/2022 15:28
4676,312863599,Standby support for Kyndryl network migration,User,Cisco ISE,8/26/2022 13:26,9/1/2022 10:21
4677,312864391,Kyndryl ISE Devices Add ,User,CISCO ISE - Network Device Update/Add/Delete,8/26/2022 14:18,9/9/2022 15:54
4678,312865545,No proactive ticket created for NBPA0635SB01A. ,User,Unified Desktop (UD),8/26/2022 15:07,9/9/2022 8:00
4679,312865688,"Create new GTAC Domain for new customer, adidas",User,GTAC - Other,8/26/2022 15:12,9/6/2022 19:11
4681,312866552,Suppress alarms for FGT-WOCC-UCPE-FW0002 ,User,SMARTS/GFP_CPE,8/26/2022 15:46,9/9/2022 7:58
4682,312869720,No proactive ticket cut for USMESNGTZNY0101UVRT01/USMESNGTZNY0101UJZZ01 ,User,GESS SDWAN Support - Other,8/26/2022 17:41,9/14/2022 16:36
4683,312870307,Requesting alarm suppression for State Farm Insurance starting on Friday (08/26) at 7pm CT until 6am CT on Monday (08/29).,User,SMARTS/GFP_CPE,8/26/2022 18:08,8/29/2022 20:21
4684,312870384,Unable to create BMP tkts in UD.  Able to view existing tkts and can create WFA tkts. The screen just spins when trying to create a new tkt ,User,Unified Desktop (UD),8/26/2022 18:11,9/12/2022 19:39
4685,312873303,No data available ,User,Cisco ISE - Other,8/26/2022 20:04,9/6/2022 17:39
4686,312873770,We need to push updated addtac.lmhf.template on following pollers:rlpv10075; sngnm401; bhxnm403,User,ADDTAC - Other,8/26/2022 20:22,8/30/2022 15:14
4687,312878668,"Not able to open, create, update ticket, external db giving error",User,Unified Desktop (UD),8/26/2022 23:44,9/2/2022 15:14
4688,312885152,"While accessing UD url, returning software error.",User,Unified Desktop (UD),8/27/2022 7:59,9/6/2022 11:09
4689,312885462,"UD is not working, got below error , please fix the same ASAP.",User,Unified Desktop (UD),8/27/2022 8:24,9/6/2022 11:10
4690,312887601,Unable to create COEs Using : xxxxxxx/engage ,User,Express Ticketing,8/27/2022 11:43,8/27/2022 12:05
4691,312889511,Unable to create ticket,User,Unified Desktop (UD),8/27/2022 15:10,9/8/2022 14:51
4692,312926558,GTLV is not saving queries,User,GTAC - Logs and GTLV View,8/29/2022 15:14,9/6/2022 17:23
4694,312927794,"Sears/K-Mart - out sourcing customer is not AT&T customer.  please remove user list, shut down GTAC process and issue Server Disco.",User,GTAC,8/29/2022 15:58,9/7/2022 20:39
4695,312928136,MetLife Customer user RO list update - AVPN ,User,GTAC,8/29/2022 16:07,9/9/2022 15:54
4696,312928371,"MetLife -  Outsourcing Dedicated GTAC server decommission   -- From: LING, KEVIN C <xxxxxxx>  Sent: Tuesday, August 23, 2022 3:29 PM To: PATEL, TRUSHAR N <xxxxxxx> Cc: GSA_Security_COE <xxxxxxx>; BRATAGER, ERIC S <eb6219@",User,GTAC,8/29/2022 16:17,8/29/2022 23:10
4697,312929219,Security Credentials Creation ,User,General Inquiries,8/29/2022 16:42,8/29/2022 18:12
4698,312929304,Follow up to 248166,User,GTAC,8/29/2022 16:44,8/31/2022 16:33
4699,312930144,Not able to see graphs anymore  / Grapher Program / Invalid user - pv1840,User,VitalNet Problems or Errors,8/29/2022 17:10,9/14/2022 2:55
4700,312932874,Need a 135.x address added to a domain,User,GTAC,8/29/2022 18:24,10/25/2022 16:59
4701,312935250,Unable to login using Gtac id. I can be reached at 602-769-0564 ,User,"GTAC - Account issues, password change",8/29/2022 19:38,8/30/2022 16:52
4702,312936834,Add 2nd owner/approver to GTAC Domain ,User,GTAC - Other,8/29/2022 20:15,8/29/2022 22:36
4704,312940517,"vpn profile drops connection to users, the profile is as follows MCAC Contractor VPN - ACF Technologies",User,Cisco ISE,8/29/2022 22:08,9/8/2022 18:46
4705,312941912,Kyndryl Cisco ISE wlc register ,User,CISCO ISE - Network Device Update/Add/Delete,8/29/2022 23:00,8/30/2022 2:20
4706,312942225,Kyndryl Cisco ISE wlc register ,User,CISCO ISE - Network Device Update/Add/Delete,8/29/2022 23:12,9/7/2022 23:48
4707,312942352,Is DELL networking gear fully supported? ,User,SMARTS/GFP_CPE,8/29/2022 23:15,8/30/2022 0:05
4708,312942446,IBM Cisco ISE wlc register ,User,CISCO ISE - Network Device Update/Add/Delete,8/29/2022 23:19,8/30/2022 2:47
4709,312942479,Kyndryl Cisco ISE wlc register ,User,CISCO ISE - Network Device Update/Add/Delete,8/29/2022 23:21,9/7/2022 23:48
4711,312949650,NDA PROJECT:  Identify access based on a list of ATTUIDS ,User,GTAC,8/30/2022 4:38,8/31/2022 3:40
4712,312954070,"Cannot load UTM page, no tickets provided by UTM in UD (get next work item)",User,Unified Task Management System (UTMS),8/30/2022 9:38,9/1/2022 11:06
4713,312955227,Extremely slow loading of the tickets and work queues,User,Unified Desktop (UD),8/30/2022 10:42,9/8/2022 14:50
4714,312956703,TACACS Issue ,User,GTAC - Other,8/30/2022 12:22,9/7/2022 16:48
4715,312959591,Please provide GTLV logs for specific host xxxxxxx ,User,GTAC - Logs and GTLV Viewer,8/30/2022 14:53,9/9/2022 15:37
4716,312963032,External User unable to access Vitalnet ,User,VitalNet Problems or Errors,8/30/2022 16:32,9/8/2022 14:37
4717,312963132,accidentally GTAC ID disabled ,User,"GTAC - Account issues, password change",8/30/2022 16:36,8/30/2022 16:56
4718,312964136,"ATT UID has a GTAC ID, but does not have any domain group access ",User,GTAC - Other,8/30/2022 17:03,9/1/2022 21:47
4719,312966456,Cannot get authenticated on xxxxxxx....I have tested my RSA Token and this test good,User,TFTP Boot,8/30/2022 18:11,9/15/2022 2:36
4720,312966776,ActionV3: Approval Requested,User,ACTION Web,8/30/2022 18:19,8/30/2022 22:45
4721,312968108,Need to check authentication details on uslv7dc-ise1-app. ,User,Cisco ISE,8/30/2022 18:57,8/31/2022 23:49
4723,312969396,"Little Rock Family Practice, Order 1024822189 Missing USO Number or USO Not Loaded ",User,Integrated Experience Platform (IXP),8/30/2022 19:36,9/9/2022 18:27
4724,312977087,"xxxxxxx doesn't appear to be authenticating GTAC requests - examples: ls592c attempting to log in from xxxxxxx, the client responded that authentication service is unavailable - successfully logged in using polr. ",User,GTAC - Other,8/30/2022 23:50,8/31/2022 2:15
4725,312978161,UD producing error : internal server error,User,Unified Desktop (UD),8/31/2022 0:23,9/1/2022 2:37
4726,312981125,UD is not retrieving Circuit Notes or ACTS forms.,User,Unified Desktop (UD),8/31/2022 3:02,8/31/2022 5:47
4727,312984340,"Unable to SSH device-->xxxxxxx- using poller rlpv13557, rlpv13568 & rlpv13560.  ",User,"GTAC - Account issues, password change",8/31/2022 6:44,9/1/2022 13:28
4728,312988119,Please check server xxxxxxx is working correctly ,User,GTAC - Other,8/31/2022 10:39,8/31/2022 15:31
4729,312989470,Problem to view the devices interfaces graphs ,User,VitalNet Problems or Errors,8/31/2022 12:10,9/15/2022 10:52
4730,312992849,PAM had failed to rotate the password .  Account could have been locked on server end. Other accounts on the server are working without issues.nm2727              on           alcrdeisep08,User,Cisco ISE - Other,8/31/2022 14:57,10/11/2022 11:51
4731,312994004,Altria Macbooks not connecting to AltRCEnroll or AltiDevice,User,Cisco ISE,8/31/2022 15:38,10/24/2022 21:57
4732,312996068,Complaint from Customer Outokumpu - our monitoring doesnt work!,User,SMARTS/GFP_CPE,8/31/2022 16:40,9/6/2022 16:20
4733,312996563,M111A_13:CIRRUS-1020 call failed - reason=ApiGateway: Status 401,User,"ServiceNow Day 2 Support - ATTU (Automated TTU, OneButton)",8/31/2022 16:52,9/17/2022 15:52
4734,312998850,Missing shipping label ,User,Barcode Asset Scan and Ship (BASS),8/31/2022 17:55,10/4/2022 23:17
4735,312999596,Please monitor the filebeat-east-azure service on the new servers for BOI,User,NagiosXI,8/31/2022 18:20,9/16/2022 10:11
4737,313005298,"GTAC enable password change on Domain Dow Chemical MLAN VOIP-Enable -Change window: Fri (September 2, 2022 at 09:00 AM EDT)",User,GTAC,8/31/2022 21:07,9/2/2022 15:20
4738,313009063,"Under the Agencies, Entities & Users tab - I can not add a new record under Agencies and Users section. I get a ""Record not found"" message. ",User,FirstNet,8/31/2022 22:54,9/1/2022 20:01
4740,313009171,"In Firefox when I open UD and Snow, it is not showing any option. ",User,Unified Desktop (UD),8/31/2022 22:58,10/3/2022 23:08
4741,313020079,Add Wireless controller to ISE servers ,User,CISCO ISE - Network Device Update/Add/Delete,9/1/2022 6:43,9/1/2022 9:33
4742,313032164,Request to get logs monitored for M&R suite S1 and added to the SG_MandR_LOG service group ,User,NagiosXI,9/1/2022 11:09,9/23/2022 22:34
4743,313032196,Request to get logs monitored for M&R suite USRES and added to the SG_MandR_LOG service group ,User,NagiosXI,9/1/2022 11:10,9/23/2022 22:44
4744,313032556,Add kyndryl HongKong new WLC to ISE ,User,CISCO ISE - Network Device Update/Add/Delete,9/1/2022 11:36,9/9/2022 7:55
4745,313034544,Reset Password and resend email to User ,User,GTAC,9/1/2022 13:38,9/8/2022 14:33
4746,313035293,Auto assigned tickets don't show up on our work queue ,User,Unified Desktop (UD),9/1/2022 14:06,9/12/2022 11:44
4747,313037191,State of WI missing from M&R available account choices,User,M&R,9/1/2022 15:20,10/6/2022 12:28
4748,313041111,Requesting alarm suppression for State Farm Insurance starting on Friday (09/2/22) at 7pm CT until 6am CT on Tuesday (09/6/22).,User,SMARTS/GFP_CPE,9/1/2022 17:15,9/7/2022 14:44
4749,313041250,rlpv12952:pn12952-1 has requested backup mode ,User,SMARTS/GFP_CPE,9/1/2022 17:19,9/7/2022 0:16
4751,313042871,IBM CORPORATE IW POC Implementation - EMEA - 9/8,User,Cisco ISE - Other,9/1/2022 18:10,9/8/2022 20:46
4752,313043192, IBM CORPORATE IW POC Implementation - 9/13 - US/LA/CA ,User,Cisco ISE,9/1/2022 18:18,9/15/2022 3:03
4753,313043257,"IBM CORPORATE IW POC Implementation - APAC, 9/15",User,Cisco ISE - Other,9/1/2022 18:24,9/15/2022 22:28
4754,313049784,Voyence on server xxxxxxx not operational ,User,Application Response Slow or Application Unreachable,9/1/2022 21:53,9/1/2022 22:48
4757,313067778,Access needed to utilize the Aview app through GTAC - Urgent request please,User,GTAC,9/2/2022 14:38,9/12/2022 17:23
4758,313069715,"Hi Radius Support team, we are migrating the IBM site 2AC- to Kyndryl, and as such, we need to have the Wireless Controller added to the appropriate Radius Servers. Find more details below: Kyndryl Wireless Controller Hostname and IP Address: 2ac-wc-c1a-",User,CISCO ISE - Network Device Update/Add/Delete,9/2/2022 15:54,9/17/2022 15:49
4759,313069903,All access denied for users in domain group 'IBM GTM Outsourcing (Dedicated) Clients | IBM Co op Bank ,User,"GTAC - Account issues, password change",9/2/2022 16:01,9/2/2022 17:57
4760,313069989,GTAC account not working in Switches and Routers ,User,"GTAC - Account issues, password change",9/2/2022 16:05,9/2/2022 17:19
4761,313070536,Device Authentication for Banco Sabadell is not working.,User,GTAC,9/2/2022 16:27,9/2/2022 17:44
4762,313070810,servers for authentication GTAC xxxxxxx e xxxxxxx port 49 (tacacs) NOT reachable for authentication from SmartDomain xxxxxxx/24 ,User,GTAC - Other,9/2/2022 16:36,9/7/2022 17:59
4763,313071418,Gtac is not authenticating access to customers in Nordics ,User,GTAC - Other,9/2/2022 16:59,9/2/2022 22:55
4764,313071879,VTS/UniCredit APIC domain authentication not working anymore ,User,GTAC - Other,9/2/2022 17:14,9/2/2022 22:54
4765,313075698,"Please create TACACS & RADIUS Key and Passwords for New GTAC Domain ""DHL DNA Center"" ",User,Security Management - Other,9/2/2022 19:40,9/2/2022 20:29
4766,313076185,Please create and add the Cisco WLC to the ISE Servers (IBM SSID) ,User,CISCO ISE - Network Device Update/Add/Delete,9/2/2022 20:02,9/2/2022 22:00
4767,313076227,Please create and add the Cisco WLC to the ISE Servers (IBMInternet SSID),User,CISCO ISE - Network Device Update/Add/Delete,9/2/2022 20:04,9/2/2022 21:55
4769,313085469,File Sharing not taking uploads for BMP and WFA tickets any longer ,User,Unified Desktop (UD),9/3/2022 5:46,9/6/2022 11:09
4770,313089634,Unable to load tickets,User,Unified Desktop (UD),9/3/2022 11:33,9/3/2022 12:32
4771,313091381,can't display tickets ,User,Unified Desktop (UD),9/3/2022 14:45,9/3/2022 14:57
4772,313092478,Unable to access tickets today. ,User,Unified Desktop (UD),9/3/2022 16:22,9/3/2022 19:01
4773,313094395,when I pull up BMP ticket it brings up a screen asking: This ticket is not associated with a Correlated Incident. Would you like to add it to an existing CI? It does not allow me to bypass this to see ticket and there is not a correlated incident that I a,User,Unified Desktop (UD),9/3/2022 19:23,9/3/2022 19:39
4774,313104924,GTAC authentication not working for Bank of Ireland account ,User,GTAC - Other,9/4/2022 13:37,9/4/2022 17:09
4775,313115889,The Vitalnet Report Doesn't reflect correctly - MYIBIYIDCMY01S13 ,User,VitalNet Problems or Errors,9/5/2022 4:25,9/5/2022 9:59
4776,313118623,Add the below device in the ISE servers phb-wc-c1-kyn xxxxxxx,User,CISCO ISE - Network Device Update/Add/Delete,9/5/2022 8:32,9/13/2022 11:02
4777,313119296,Request for information concerning Posture Checks,User,Cisco ISE,9/5/2022 9:30,9/29/2022 7:20
4778,313120453,IBM DNA-C xxxxxxx/  : Invalid Login Credentials  ,User,GTAC,9/5/2022 10:48,9/8/2022 11:55
4780,313124567,smartsDisco.pl and smartsMonitor.pl scripts missing in rlpv13545. Please add it  ,User,SMARTS/GFP_CPE,9/5/2022 16:01,9/7/2022 15:09
