Ticket,Problem_Abstract,,
309543236,"FAURECIA SDWAN xxxxxxx""|Faurecia| : No more incident tickets

",,
309542682,"C115884C2960S1001.CHI1.ATTENS.NET is generating ticket in wrong poller, rlpv11586

",,
309542092,000000309539390 Asset :AMUS-KMRL-4331-E1S-KYNUnable to create BMP ticket using ICORE Circuit ID,,
309539820,"sngnm401 - Ticket flooding

",,
309539353,"Unable to login below mentioned devices from poller rlpv13560, getting error message as ""hmac-sha1-96"".",,
309538081,Data Incomplete In Inventory Cube,,
309537315,"""Your ID is not in the Web Access Group. Please contact your AT&T representative to establish correct permissions.""

",,
309535068,"For the below OLs under the mentioned SRs, the status of the order is shipped from staging and so couldnt close the TTU task but the devices were installed 2 months back. Please change the OL status to completed. Please find the attached screenshot for yo",,
309534553,Please add new devices to Cisco ISE.  There will be two AT&T managed switches.  These are for Charles River and will use the AT&T network.  We will also have several Meraki Wireless Access Points connected to these switches.  The Meraki WAPs use go though,,
309533587,"IC Transfer Req status in loop

",,
309533395,"Need to cancel this CR. We can't cancel it unfortunately.

",,
309532956,"Asset Records updates on spread sheet 04/25/2022

",,
309532826,"Website not loading properly

",,
309531702,NBA INDIANA WNBA 9 - TRANSMITS LTN TO NBA,,
309531272,"Need GTM Asset File pulled and provided to user via tSpace

",,
309530199,MSS customer Amtrak - service account,,
309529963,"Process Purchase Requisition- 7915826 stuck.  PR# already processed in ingot and PO issued.

",,
309528855,Please  create new measure  for  % of call answered with in 30sec in ACD cube,,
309528504,NetBrain is changing settings for the ASA contexts,,
309528317,"Billing Initiated milestone shows N/A but i see billing has started.

",,
309525988,addtac script does not run on rlpv10070,,
309525224,"GPS Download window not opening

",,
309524287,"GTAC: Emergency Password Lookup 

",,
309523535,rediscovery needed for DHLIERLKY01_S250-1,,
309521902,"Close tasks Hold Staging for OL as the second OL on SR is cancelled

",,
309521252,"GTAC 2FA authentication report for the domain group "" P9AP "" to suffice Audit request ",,
309520643,NASCAR/NBC IMSA LAGUNA SECA 5/1/22 9AM - 1830 X30,,
309520638,NHK 4/28/22 9AM - 2200,,
309520636,NHK 4/28/22 9AM - 2200,,
309519121,NHK 4/28/22 9AM - 2200,,
309519117,NHK 4/28/22 9AM - 2200,,
309519116,NHK 4/28/22 9AM - 2200,,
309520102,Order 1023523755 not visible in IXP. Company Name: PROCEPT BioRobotics,,
309519115,NHK 4/28/22 9AM - 2200,,
309519113,NHK 4/28/22 9AM - 2200,,
309519110,NHK 4/28/22 9AM - 2200,,
309519108,NHK 4/28/22 9AM - 2200,,
309519849,CAN'T SEE CONFDCNE LPS: BFEC552501 & BFEC55202..REACNG OUT TO COMCAST,,
309519883,Device still not in voyance,,
309517728,NHK 4/28/22 9AM - 2200,,
309517726,NHK 4/27/22 1400 - 4/28/22 3AM,,
309517725,NHK 4/2722 1400 - 4/28/22 3AM,,
309517724,NHK 4/27/22 1400 - 4/28/22 3AM,,
309517723,NHK 4/27/22 1400 - 4/28/22 3AM,,
309517722,NHK 4/27/22 1400 - 4/28/22 3AM,,
309517721,NHK 4/27/22 1400 - 4/28/22 3AM,,
309517716,NHK 4/27/22 1400 - 428/22 3AM,,
309518053,"79144441 task Hold Staging for OL is open even 1 OL out of 2 on SR is in status cancelled, please close this task

",,
309516743,NHK 4/27/22 1400 - 4/28/22 3AM,,
309516740,NHK 4/27/22 1400 - 4/28/22 3AM,,
309517105,User Unable To Refresh Global Scrubbing report,,
309516119,NHK 4/27/22 1400 - 4/28/22 - 3AM,,
309516308,"dead tasks are in my inbox

",,
309514882,"Need audit report

",,
309513528,**MISS. ST/12<BMP# 242500764>DWN,,
309514331,"Process equipment retrieval task is still in open state , need to close task as not applicable where the options are disabled.

",,
309513655,ASA management tunnel request,,
309513571,ASA management tunnel request,,
309512308,"GTAC Audit Report extract needed

",,
309512190,"Unable to login GPS - Login Incorrect

",,
309511164,Ticket 000000307877840  was hidden,,
309509727,ASAIBR0033: SSL Cert will expire on 2022-05-18 17:59:17,,
309509713,ASAIBR0015: SSL Cert will expire on 2022-05-18 17:59:17,,
309509682,ASAIBR0010: SSL Cert will expire on 2022-05-18 17:59:17,,
309509712,ASAIBR0035: SSL Cert will expire on 2022-05-18 17:59:17,,
309509609,ASAIBR0013: SSL Cert will expire on 2022-05-18 17:59:17,,
309509710,ASAIBR0014: SSL Cert will expire on 2022-05-18 17:59:17,,
309509608,ASAIBR0011: SSL Cert will expire on 2022-05-18 17:59:17,,
309509709,ASAIBR0012: SSL Cert will expire on 2022-05-18 17:59:17,,
309509708,ASAIBR0034: SSL Cert will expire on 2022-05-18 17:59:17,,
309507190,"GTAC Domain 'Polycom' - RADIUS is misconfigured
",,
309506432,RUPP ARENA SLOT 12  BFEC 698761   242400689,,
309504588,NHK 4/26/22 1400 - 4/27/22 3AM,,
309504587,NHK 4/26/22 1400 - 4/27/22 3AM,,
309504586,NHK 4/26/22 1400 - 4/27/22 3AM,,
309504582,NHK 4/26/22 1400  4/27/22 3AM,,
309504580,NHK 4/26/22 1400 - 4/2722 3AM,,
309504171,NHK 4/26/22 1400 - 4/27/22 3AM,,
309504169,NHK 4/26/22 1400 - 4/27/22 3A,,
309504167,NHK 4/26/22 1400 - 4/27/22 3AM,,
309504164,NHK 4/26/22 1400 - 4/27/22 3AM,,
309504163,NHK 4/26/22 1400 - 4/27/22 3AM,,
309504161,NHK 4/25/22 1400  - 4/26/22 3AM,,
309503760,Reference V220400918,,
309504159,NHK 4/25/22 1400 - 4/26/22 3AM,,
309504157,NHK 4/25/22 1400 - 4/26/22 3AM,,
309504155,NHK 4/25/22 1400 - 4/26/22 3AM,,
309504153,NHK 4/25/22 1400  - 4/26/22 3AM,,
309504152,NHK 4/25/22 1400 - 4/26/22 3AM,,
309504149,NHK 4/25/22 1400  4/26/22 3AM,,
309503859,NHK 4/25/22 1400  4/26/22 3AM,,
309503856,NHK 4/25/22 1400 - 4/26/22 3AM,,
309503853,NHK NY STUDIOS 4/25/22 1400 - 4/26/22 3AM,,
309503849,ATTSN MLB PITTSBURGH 9/20/22 8AM - 9/22/22 5AM,,
309503847,ATTSN MLB PITTSBURGH 9/20/22 8AM - 9/22/22 5AM,,
309503844,ATTSN MLB PITTSBURGH 9/15/22,,
309503843,ATTSN MLB P ITTSBURGH 9/15/22  8AM - 9/19/22 5AM,,
309503839,ATTSN MLB PITTSBURGH 9/12/22 8AM - 9/15/22 5AM,,
309503836,ATTSN MLB PITTSBURGH 9/12/22  8AM - 9/15/22 5AM,,
309503306,ATTSN MLB PITTSBURGH 8/29/22 8AM - 9/1/22 5AM,,
309503304,ATTSN MLB PITTSBURGH 8/29/22 8AM - 9/1/22 5AM,,
309503301,ATTSN MLB PITTSBURGH 8/26/22 8AM - 8/29/22 5AM,,
309503300,ATTSN MLB PITTSBURGH 8/26/22 8AM - 8/29/22 5AM,,
309503299,ATTSN MLB PITTSBURGH 8/12/22 8AM - 8/15/22 5AM,,
309503298,ATTSN MLB PITTSBURGH 8/12/22 8AM - 8/15/22 5AM,,
309503297,ATTSN MLB PITTSBURGH 8/8/22 8AM - 8/12/22 5AM,,
309503295,ATTSN MLB PITTSBURGH 8/8/22 8AM - 8/12/22 5AM,,
309503293,ATTSN MLB PITTSBURGH 8/5/22 8AM = 8/8/22 5AM,,
309503292,ATTSN MLB PITTSBUGH 8/5/22 8AM - 8/8/22 5AM,,
309503290,ATTSN MLB PITTSBURGH 7/25/22 8AM - 7/27/22 5AM,,
309503289,ATTSN MLB PITTSBURGH 7/25/22 8AM - 727/22 5AM,,
309503286,ATTSN MLB PITTSBURG 7/15/22 8AM - 7/18/22 5AM,,
309503106,update Confirmation P220400074,,
309503285,ATTSN MLB PITTSBURG 7/15/22 8AM - 7/18/22 5AM,,
309503284,ATTSN MLB PITTSBURGH 7/11/22 8AM = 7/15/22 5AM,,
309503262,Login issues with all Ameriprise firewalls.,,
309502610,ATTSN MLB PITTSBURGH 7/11/22 8AM - 7/15/22 5AM,,
309503097,?*#V220400469 MIA vs ATL,,
309502597,ATTSN MLB PITTSBURGH 7/8/11 8AM - 7/11/22 5AM,,
309502596,ATTSN MLB PITTSBURGH 7/8/22 8AM - 7/11/22 5AM,,
309502594,ATTSN MLB PITTSBURGH 6/27/22 8AM - 6/30/22 5AM,,
309502591,ATTSN MLB PITTSBURGH 6/27/22 8AM - 6/30/22 5AM,,
309501963,ATTSN MLB PITTSBURGH 6/24/22 8AM - 6/27/22 5AM,,
309501962,ATTSN MLB PITTSBURGH 6/24/22 8AM - 6/27/22 5AM,,
309501961,ATTSN MLB PITTSBURGH 6/13/22 8AM - 6/16/22 5AM,,
309501958,ATTSN MLB PITTSBURGH 6/13/22 8AM - 6/16/22 5AM,,
309501955,ATTSN MLB PITTSBURGH 6/9/22 8AM - 6/13/22 5AM,,
309501954,ATTSN MLB PITTSBURGH 6/9/22 8AM - 6/13/22 5AM,,
309501717,**#V220400547..MILWAUKEE BREWERS @ PHILADELP,,
309501716,update  Reference V220400844  - Fox Sports USFL Week 3 Protective Stadium,,
309501715,"update ATT Reference	P220400101",,
309501711,Reference V220400823,,
309501709,Reference V220400812,,
309501706,Reference V220400867,,
309501705,V220300384 - PIRATES @NEW YORK METS,,
309501702,V220300466 - MLB:  ROCKIES @ NEW YORK METS DATA,,
309501099,Confirmation V220300680 - SEA @ NYM,,
309501095,Confirmation V220300875 - HOU @ NYM,,
309501093,Reference V220400655 & Reference V220400656,,
309501092,change  P220400064,,
309501086,change Confirmation V220400465,,
309498455,?*NHK/12 - BW101AP/5<WMS# 242301488>TKT# RT483321,,
309495005,Misspoll alert for poller rlpv12009 | Multiple SNMP agent is unresponsive at 2022-04-24 03:16:56 EX ASSET : : APAU-F2F-4331-E1S-KYN,,
309490855,Portland Timbers  V220200139,,
309489244,"Voicetone OVO ticketing is not working FM6 client alpovo23

",,
309488067,Reference V220400649,,
309488063,Reference V220400630,,
309488062,Reference V220400629,,
309488061,Reference V220400627,,
309488057,Reference V220400626,,
309488055,Reference V220400616,,
309488051,Reference V220400614,,
309488048,Reference V220400613,,
309487268,Reference V220400611,,
309487637,ATTSN MLB PITTSBURGH,,
309487264,Reference V220400609,,
309487636,ATTSN MLB PITTSBURGH 5/30/22 8AM - 6/2/22 5AM,,
309487011,ATTSN MLB PITTSBURGH 5/27/22 8AM - 5/30/22 5AM,,
309487261,Reference V220400608,,
309487010,ATTSN PITTSBURGH 5/27/22 8AM - 5/30/22 5AM,,
309487258,Reference V220400602,,
309487008,ATTSN NW MARINER ROAD 9/23/22 8AM - 9/26/22 5AM,,
309487007,ATTSN NW MARINER ROAD 9/23/22 8AM - 9/26/22 5AM,,
309487257,Reference V220400601,,
309487004,ATTSN NW MARINER ROAD 9/20/22 8AM - 9/23/22 5AM,,
309487003,ATTSN NW MARINER ROAD 9/20/22 8AM - 9/23/22 5AM,,
309487001,ATTSN NW MARINER ROAD 9/16/22 8AM - 9/20/22 5AM,,
309486998,ATTSN NW MARINER ROAD 9/16/22 8AM - 9/20/22 5AM,,
309486995,ATTSN NW MARINER ROAD 9/2/22 8AM - 9/5/22 5AM,,
309486994,ATTSN NW MARIINER ROAD 9/2/22 8AM - 9/5/22 5AM,,
309486645,Reference V220400607,,
309486643,Reference V220400606,,
309486640,Reference V220400605,,
309486636,Reference V220400604,,
309486635,Reference V220400603,,
309486632,Reference V220400600,,
309486210,ATTSN NW MARINER ROAD 8/30/22 8AM  - 9/2/22 5AM,,
309486630,Reference V220400599,,
309486209,ATTSN NW MARINER ROAD 8/30/22 8AM - 9/2/22 5AM,,
309486207,ATTSN NW MARINER ROAD 8/19/22 8AM - 8/22/22 5AM,,
309486205,ATTSN NW MARINER ROAD 8/19/22 8AM - 8/22/22 5AM,,
309486203,ATTSN NW MARINER ROAD 8/15/22 8AM - 8/18/22 5AM,,
309485184,Reference V220400598,,
309486202,ATTSN NW MARINER ROAD 8/15/22 8AM  8/18/22 5AM,,
309486200,ATTSN NW MARINER 8/12/22 8AM - 8/15/22 5AM,,
309486199,ATTSN NW MARINER ROAD 8/12/22 8AM - 8/15/22 5AM,,
309486197,ATTSN NW MARINER 8/1/22  8AM - 8/4/22 5AM,,
309485180,Reference V220400583,,
309485570,ATTSN NW MARINER ROAD 8/1/22 8AM - 8/4/22 5AM,,
309485179,Reference V220400582,,
309485565,ATTSN NW MARINER ROAD 7/28/22 8AM - 8/1/22 - 5AM,,
309485563,ATTSN NW MARINER ROAD 7/28/22 8AM - 8/1/22 - 5AM,,
309485560,ATTSN NW MARINER ROAD 7/14/22 8AM - 7/18/22 5AM,,
309485557,ATTSN NW MARINER ROAD 7/14/22 8AM - 7/18/22 5AM,,
309485556,ATTSN NW MARINER ROAD 7/12/22 8AM - 7/14/22 5AM,,
309485177,Reference V220400589,,
309485553,ATTSN NW MARINER ROAD 7/4/22 8AM - 7/6/22 5AM,,
309485552,ATTSN NW MARINER ROAD GAME 7/12/22 8AM - 7/14/22 5AM,,
309485175,Reference V220400588,,
309485550,ATTSN NW MARINER ROAD GAMES 7/4/22 8AM - 7/6/22 5AM,,
309485174,Reference V220400587,,
309485172,Reference V220400586,,
309485169,Reference V220400585,,
309485168,Reference V220400584,,
309485167,1st mile FOX,,
309483912,WWE INTERNET 5/16/22 5AM - 5/17/22 5AM,,
309484098,JACK BRESLIN STUDENTS CENTER MD8,,
309483902,DTRTMIMDX01AP 11 10GbE MSU JACK BRESLIN CENTER 11-1 BFEC553760,,
309484093,change Reference V220400529,,
309484092,Reference V220400537,,
309484090,Reference V220400536,,
309484088,Reference V220400535,,
309484087,Reference V220400534,,
309484086,Reference V220400533,,
309484085,Reference V220400532,,
309484084,Reference V220400531,,
309481779,Reference V220400530,,
309481778,Reference V220400528,,
309481776,Reference V220400527,,
309474730,Attn: Mohan - Add ECRM Submit Date as a field on the FFLOW export file ,,
309473117,"Add Data Field to ""DCOE Provisioning Summary YTD"" in Power BI",,
309472510,"TroubleTicketing customer 3rd Party data missing assigned MCN, causing Provisioning Issues

",,
309470913,"Asset Records updates on spread sheet 04/22/2022

",,
309469167,One Button Tests are failing for INSTAR API Call,,
309468637,?*FLA LIVE ARENA<WFA/LEC#KB000652>DPO TO TEST DATA 2 & 3 FRM HAND OFF PANEL.,,
309468635,**FLA LIVE ARENA<WFA/LEC#KB000652>DPO TO TEST DATA 2 & 3 FRM HAND OFF PANEL.,,
309468833,Requesting a ROME report to capture SORs (Sales Order Requests) submitted. ,,
309467675,The UTG Web GUI button searches based on PVC of the circuit in UD. Some circuits list a PAID in the same field now. UTG Web GUI button will search the PVCs with the same information (PAID number) and bring up an incorrect circuit.,,
309467585,Add fields to existing dataset in BRAIN,,
309467514,please enable ticketing for BIGIP pool state change and pool member state change,,
309467445,please enable ticketing for BIGIP pool state change and pool member state change,,
309467502,enable ticketing for BIGIP pool state change and pool member state change,,
309467108,"Set an OL to Cancelled status 

",,
309466531,"Below Assets were not billed in 21st April VPR Feed and its revenue loss to ATT. Please investigate and confirm why these assets were not billed even after updating everything properly in GPS

",,
309465671,Implement Quantum for OTIS_Engage Portal on Express Ticketing Platform,,
309465651,"Access for the account is terminated

",,
309465652,Implement health monitoring for OTIS_Engage Portal on Express Ticketing Platform,,
309465028,"Unable to request access, please reinstate gtac access.

",,
309464998,"Add IP xxxxxxx to ACL 13

",,
309464717,**BW02AP/18 - MVP ARENA CK 27 PERM 11-1<CC# CCF22496777>BFEC518147,,
309464534,**MVP ARENA CK27 TRUCK / BW02AP/18 - MVP ARENA CK 27 PERM 11-1 BFEC518147,,
309464281,"Please re-open the below SR's and SR Line asap to change the Actual completion date for avoiding the billing fallouts.

",,
309463861,"gtac read only account question

",,
309463481,"Please update GPS records to associate ZIP 13057 with City - Dewitt, NY. The combination is referring to an actual address and has been confirmed by customer.

",,
309461745,"Order number:1023524151,Business: St John S Marina & Resort Inc name:WITHMAN LIRIANO called in for the status of the order.As the order was unable to pull up in IOS,ATHENA as well in SNOW & IN OSM portal too 

",,
309461537,Requesting alarm suppression for State Farm Insurance starting on Friday (04/22/22) at 7pm CT until 6am CT on Monday (04/25/22).,,
309460574,ATLNGAMDX03P_32C P138/S10 -- KSCYMOMDX03P_32C P134/S6<WMS# 242202541 / BMP# 242201049>L6YX924176..DOWN,,
309459416,"**Scheduled Dome Arena Plant 2 Power Outage: 4/25/22 @ 0700 - 4/26/22 @ 1730
",,
309459616,"IBM IGA (Blue Sky) SR 7976355 OL  7976356 , please change OL to ordered

",,
309459457,i need to reset my TACACS. ,,
309459412,ATTSN NW MARINER ROAD GAME 6/24/22 8AM - 6/26/22 5AM,,
309456409,ATTSN NW MARINER ROAD GAME 6/24/22 8AM - 6/26/22 5AM,,
309456407,ATTSN NW MARINER ROAD GAME 6/21/22 8AM - 6/24/22 5AM,,
309456404,ATTSN NW MARINER ROAD GAME 6/21/22 8AM - 6/24/22 5AM,,
309456402,ATTSN NW MARINER ROAD GAME 6/6/22 8AM - 6/9/22 5AM,,
309456401,ATTSN NW MARINERS ROAD GAME 6/6/22 8AM - 6/9/22 5AM,,
309456400,MLBN/APPLE TV/PRE-POST GAME SHOW 4/22/22 1300 - 4/23/22 4AM,,
309456399,MLBN/APPLE TV/PRE-POST GAME SHOW 4/22/22 1300 - 4/23/22 4AM,,
309456398,MLBN/APPLE TV 4/22/22 1400 - 4/23/22 4AM,,
309456397,MLBN/APPLE TV 4/22/22 1400  4/23/22 4AM,,
309458482,"Not able to login to Vitalnet because of below error Network Error (gateway_error)An error occurred attempting to communicate with an HTTP or SOCKS gateway.The gateway may be temporarily unavailable, or there could be a network problem.Transaction I",,
309456396,MLBN/APPLE TV 4/22/22 11AM - 4/23/22 2AM,,
309456394,PCI =  14008...Apr 26 2022  4:00AM (ET) - Apr 26 2022  8:00AM (ET),,
309456393,MLBN APPLE TV 4/22/22 11AM - 4/23/22 2AM,,
309457817,Issue/Problem : Updating Active Org on UD tickets - for ADIG Transport service ,,
309456839,"GTAC Reports

",,
309456816,"Please re-open all closed SR's for GeCEP 429801 for billing corrections on dates.

",,
309456277,"IBM IGA (Blue Sky) / US - 7991078 /

",,
309455862,Eli Lilly Zone2 (EMEA) issues for wifi devices and some LAN devices not getting authorized ,,
